date,open,high,low,close,difference,volume,turnover,transactions
2017-05-23 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-05-24 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-05-25 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-05-26 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-05-29 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-05-30 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-05-31 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-01 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-02 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-05 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-06 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-07 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-08 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-09 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-12 00:00:00+00,1.9,1.9,1.9,1.9,0,9,0.02,1
2017-06-13 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-14 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-16 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-19 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-20 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-21 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-22 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-23 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-26 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-27 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-28 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-29 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-06-30 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-03 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-04 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-05 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-06 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-07 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-10 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-11 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-12 00:00:00+00,0,0,0,1.9,0,0,0,0
2017-07-13 00:00:00+00,1.88,1.88,1.88,1.88,-1.05,10,0.02,1
2017-07-14 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-17 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-18 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-19 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-20 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-21 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-24 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-25 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-26 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-27 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-28 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-07-31 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-01 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-02 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-03 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-04 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-07 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-08 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-09 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-10 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-11 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-14 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-16 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-17 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-18 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-21 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-22 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-23 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-24 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-25 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-28 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-29 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-30 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-08-31 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-01 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-04 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-05 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-06 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-07 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-08 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-11 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-12 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-13 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-14 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-15 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-18 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-19 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-20 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-21 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-22 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-25 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-26 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-27 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-28 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-09-29 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-02 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-03 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-04 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-05 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-06 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-09 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-10 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-11 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-12 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-13 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-16 00:00:00+00,0,0,0,1.88,0,0,0,0
2017-10-17 00:00:00+00,1.7,1.7,1.7,1.7,-9.57,2000,3.4,3
2017-10-18 00:00:00+00,1.8,1.8,1.8,1.8,5.88,2700,4.86,2
2017-10-19 00:00:00+00,1.8,1.8,1.8,1.8,0,8064,14.52,1
2017-10-20 00:00:00+00,1.8,1.8,1.8,1.8,0,136,0.24,1
2017-10-23 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-10-24 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-10-25 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-10-26 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-10-27 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-10-30 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-10-31 00:00:00+00,0,0,0,1.8,0,0,0,0
2017-11-02 00:00:00+00,0,0,0,1.8,0,0,0,0
